id,subj2_war,subj2_adventure,subj2_comedy,subj2_biography,subj2_romance,subj2_drama,subj2_fantasy,subj2_family,subj2_sciencefiction,subj2_action,subj2_thriller,subj2_western,subj2_horror,subj2_mystery,subj2_crime,subj2_history,subj2_periodicals,subj2_others,speed,sentiment_avg,sentiment_vol,wordcount
PG19067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.39668173,.071510002,.00068894518,12104
PG19069,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.20820156,.13388,.0065983799,72121
PG1907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.28966704,.11446,.0030254507,22996
PG19070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17519577,.11862,.0061299736,128061
PG19071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.29233882,.11516,.0023883709,32446
PG19076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.36895627,.08089,.0013232708,16210
PG19078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16789287,.11508,.0044675707,104589
PG19079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.33584967,.12084,.0017721445,21183
PG1908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.25539878,.13350999,.0039370102,32796
PG19081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,.45109686,.12795,.00062691397,10576
PG19083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22766989,.1011,.0027409683,47276
PG19085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23093025,.12639,.0043321205,57399
PG19087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.29887259,.11695,.0033482069,33084
PG19089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21345985,.099710003,.0026419114,59529
PG19090,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.26193124,.08089,.0018660369,33788
PG19092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.36329806,.1371,.002153198,15843
PG19093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.21442573,.15254,.0049733911,83379
PG19097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27608129,.12472,.0021718815,32405
PG19099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.22469942,.15617999,.005902396,74473
PG19102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG19107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21567778,.13108,.0038051191,66894
PG19108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.17673044,.13963,.007746296,171971
PG19110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.2388647,.13654,.0031392535,51859
PG19111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.33617479,.063479997,.0016638789,21122
PG19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17802446,.11336,.0050377413,117703
PG19114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17837581,.11916,.0051054587,98743
PG1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21601851,.16256,.0052487166,63130
PG19120,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.20709334,.11052,.0021645406,44688
PG19121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.1831806,.1568,.0043344516,71884
PG19129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.21736026,.1096,.003748033,73522
PG1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17868163,.13436,.0044525866,85124
PG19132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18459761,.14027999,.0065530413,135156
PG19136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.27185771,.10247,.0018822603,26420
PG19140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.17756335,.15691,.0052690688,97608
PG19141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.21962065,.11307,.0068017985,64906
PG19142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20442365,.097060002,.0034276226,73063
PG19145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.20086463,.090580001,.0031125539,64224
PG19146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.15989269,.13233,.0092065819,176025
PG19147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.25288442,.13133,.0032544383,32417
PG19148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20005089,.13891,.004306254,67395
PG19154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.1787035,.10138,.0045589921,123308
PG19156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.23449346,.15682,.005603849,73845
PG19157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23057476,.17941999,.0037719666,43585
PG19158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.42700151,.071869999,.00058759755,11580
PG1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.31542191,.18478,.0055640521,19421
PG19162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19523132,.10704,.0032870059,72015
PG19167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.29443002,.086450003,.0025475381,31544
PG19169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1917,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.1661533,.11489,.0063535916,144996
PG19171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2336219,.14945,.0048321905,43192
PG19173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20484176,.14057,.0044655604,79961
PG19174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.25199166,.089170001,.0021105553,42527
PG19175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27408096,.16317999,.0033779384,29047
PG1918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PG19190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22590791,.11955,.0052384818,59137
PG19191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.15271378,.12662999,.0050829262,141733
PG19194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.3681609,.07344,.00084063224,14523
PG19195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22384854,.1144,.0024452792,48149
PG19197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.40555605,.12789001,.00073605805,11381
PG19202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.3112987,.14613,.0017612871,19532
PG19203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,
PG19204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.259956,.15553001,.0024931291,31328
PG19206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.17662032,.11713,.0055029467,108106
PG1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18477391,.14204,.0069874609,108239
PG1922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.38824159,.13000999,.0024398905,14603
PG19222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.25239921,.20830999,.0035600581,34519
PG19223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2092073,.12739,.0039818226,72959
PG19224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.27106163,.14369,.003219387,35010
PG19225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.1830063,.14560001,.0056690159,87584
PG1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.1911951,.10201,.0045337221,102006
PG19231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.22084734,.14685,.0049270364,77498
PG19235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.21473035,.11868,.0029401055,60710
PG19246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22619785,.12546,.0036770452,53759
PG19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.29137543,.14262,.0028797269,23967
PG1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20805763,.19772001,.0047704796,57473
PG19256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.27526113,.1269,.0021173607,31495
PG19259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19811521,.17402001,.0053409035,74037
PG1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.22915353,.13135,.0039540776,56730
PG19264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.1844385,.13606,.0048016254,97993
PG1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20039006,.18313999,.0064674709,79252
PG19272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.23937887,.15667,.0029932414,43125
PG1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18904282,.16197,.007725087,108726
PG19288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20526516,.1332,.003620025,65746
PG19294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22280224,.16985001,.0043783654,48673
PG19295,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.24095196,.13314,.0056215185,41645
PG1930,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.20590374,.14709,.0049679312,80571
PG19303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20968372,.12037,.003514745,73616
PG19304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18482989,.14207,.0050233612,90917
PG19307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22705047,.11822,.0033300566,52857
PG1931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2010742,.13493,.003957998,61099
PG19310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22178379,.16148999,.0049016029,56416
PG19311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23608883,.14527,.0057295617,42198
PG19318,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.23503099,.1617,.0042613815,43135
PG19322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.26990479,.16007,.0033231555,32700
PG19323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24602136,.12118,.0032019406,50697
PG19324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.26421374,.1279,.0037632193,54120
PG19325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.27071482,.12871,.0035477704,45134
PG1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23338845,.16181,.0039644372,48515
PG19330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.19143131,.092840001,.0032724466,81301
PG19333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.33124989,.10149,.0020748172,19036
PG19337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.28930545,.14917,.0025720114,28988
PG19338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20944536,.17617001,.0063901325,56417
PG19343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.29736483,.13911,.0026028873,26143
PG19348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17854892,.12754001,.0054540406,109257
PG1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.30097586,.12732001,.0025266663,27980
PG19351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.26437774,.10776,.002664753,35633
PG19353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2208042,.12665001,.0035880061,66895
PG19355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.21807766,.13245,.0033749468,58007
PG19360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.22455521,.14935,.0039786953,63171
PG19362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG19367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.3526251,.17667,.0012679886,15629
PG19369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.19776693,.11706,.0046715834,87787
PG1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21426313,.085560001,.0042863525,63112
PG19370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.26278234,.07999,.0025052542,38366
PG19371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.18115534,.1358,.0047239908,96834
PG1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.1745258,.11622,.0092816353,172577
PG19381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.25459701,.11617,.0040890258,39078
PG19387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.33679438,.12161,.0032495752,17474
PG1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
PG19398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.17633869,.12730999,.0060923412,141238
PG19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.26629832,.14171,.0045054806,46835
PG1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23828939,.1158,.0032285964,56826
PG19402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21379091,.12724,.0062860753,67756
PG19403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.19052114,.12111,.0049201977,86411
PG19404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.39280063,.17149,.0012090871,15123
PG19405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.28700319,.12965,.0020809062,30894
PG1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19427778,.20175,.0075692632,84326
PG19411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.18220709,.1516,.0066648913,93233
PG19412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17472468,.15591,.0065242988,120146
PG19419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20009296,.1138,.0033855415,66073
PG1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18167131,.15207,.0065986891,107784
PG19423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24994594,.13985001,.0044126273,46188
PG19425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.33814654,.11776,.00245153,18382
PG1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25537553,.15249,.0027608853,40340
PG19436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20501015,.15881,.0044957781,70817
PG19438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.18118468,.11929,.0061893892,137668
PG1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20693572,.099239998,.0045582536,74077
PG19441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17078079,.14398,.005430324,111028
PG19445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.37908712,.080349997,.0008467997,16088
PG19450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
PG19451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21668029,.13474,.0038001016,62181
PG19458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.15050237,.17536999,.006027028,147258
PG19459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22169325,.16106001,.0045437934,60250
PG19462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17795913,.11613,.0060537839,111193
PG19466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
PG19467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
PG1947,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.17520751,.12672,.0044113551,123153
PG19471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.27226129,.094800003,.001559944,32306
PG19472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.19704568,.10443,.0035541204,76774
PG19473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24307585,.16718,.0055083395,47127
PG19474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.24433896,.083860002,.003546217,51783
PG19476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.22159083,.11715,.0045371866,62867
PG19477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.18513359,.13176,.0046066586,74631
PG19478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.22633255,.075620003,.002226992,56651
PG1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22064638,.1167,.0026628762,55579
PG19480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.20933166,.11475,.0030813215,63633
PG19484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.17680784,.107,.0058446019,114917
PG19486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.26268962,.097960003,.0043397918,61879
PG19489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21290635,.13012999,.0026299509,48394
PG19491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.15263022,.15221,.0072611016,155045
PG19495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25476059,.10554,.0029472802,38981
PG19498,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.20596179,.087180004,.0037374829,92006
PG1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.20857315,.16072001,.0063996096,70557
PG19500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.12902132,.13191,.010620001,313652
PG19501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.20883821,.13279,.0052249664,67812
PG19505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
PG19507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25620142,.098889999,.0019010305,36008
PG19509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.23986962,.15736,.0036937392,40034
PG1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG19510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19107682,.12129,.0038823374,87358
PG19512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18195793,.16621999,.0066592246,101199
PG19513,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG19514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG19516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.26263803,.12269,.0043547424,39886
PG19523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.20273465,.12071,.0038555437,60055
PG19526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.21361741,.12906,.0034776239,55951
PG19527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.2068993,.12183,.0041741254,67535
PG1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.30942363,.1987,.0067078616,21293
PG19538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.22125943,.11465,.0043497486,55180
PG19539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.18362907,.11746,.0030671831,79626
PG1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.30634311,.13696,.0017845944,24015
PG19551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.33816332,.099210002,.0013924747,18442
PG19554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.33855635,.14686,.005248114,17733
PG19555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25243372,.10371,.0038697813,43272
PG19561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24363834,.13263001,.0039301626,41159
PG19562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.15949789,.16245,.0086118206,206704
PG19565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22830908,.10472,.003681482,46998
PG19566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.18907627,.12259,.0093981419,171149
PG19569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.16016349,.15713,.0077607711,157830
PG1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17631844,.17445999,.0078818174,115770
PG19573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
PG19575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
PG19576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
PG19580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19438365,.12283,.0047159493,80694
PG19590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.27551791,.12391,.0030923281,35862
PG19592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.22736469,.14241,.004423297,46739
PG19593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.27632412,.15033001,.0062027932,31304
PG1960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.25839087,.096390001,.0025637867,34207
PG19601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2253997,.10202,.0026969507,49475
PG19603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.24388306,.12418,.0038217343,51651
PG19607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2403962,.14275999,.0036747968,41397
PG19608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19922684,.11285,.0049942932,95048
PG19614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.20066045,.13708,.0066337725,93896
PG19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.30233815,.25828999,.0035755008,25632
PG1963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.27322984,.086910002,.0034593563,28878
PG19637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
PG19640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PG19644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25811312,.14181,.0056911642,47474
PG19648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25235084,.12662999,.0034348187,43573
PG19649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1832214,.12199,.0035214156,81572
PG1965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.17864507,.11765,.0042179911,111710
PG19651,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.21713011,.08337,.0037677716,57348
PG19656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.16496214,.15908,.005690644,100245
PG19658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.37058502,.1452,.0015242823,15278
PG1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.19258508,.1304,.0062510972,84042
PG19660,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.21003272,.13166,.0040045888,66260
PG1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20658579,.13212,.0048201825,74230
PG19671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24005473,.23212001,.0052474919,56804
PG19676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.29309011,.10939,.0035271477,36030
PG19678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PG1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.33916265,.132,.0033453717,17989
PG19680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
PG19683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG19686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20911595,.15255,.0042165881,66292
PG19695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.27372798,.15217,.0022718967,31396
PG19697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.16995305,.12883,.008075377,204560
